GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
700015,CS,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
400070,NA,4,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
110031,PA,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
170083,ZA,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800001,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150095,PA,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700012,BE,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150112,GR,15,300 MG/2 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
700011,AE,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800040,DK,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110005,MA,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
400013,NA,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
170019,FR,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110012,AU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
120028,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
700018,0,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,LT,11,50 MG,FG,No,Regular MCO,Platinum,Secure
110061,BM,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150032,CZ,15,300 MG/2 ML,FG,Global,Regular MCO,Platinum,Supply Growth
800056,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
140081,EX,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800027,FR,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110016,MX,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
160026,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110059,SK,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150230,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110016,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110016,OM,11,50 MG,FG,No,Regular MCO,Gold,Secure
110016,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170071,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
150194,AT,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
160010,CA,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
150222,PT,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
100057,TH,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170057,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
170039,UZ,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,PK,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,PY,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
300007,AF,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
800077,CZ,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700010,IQ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,QA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800027,IN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800023,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110002,CO,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
140021,ES,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800082,JO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110019,CS,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170021,AR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800079,US,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110059,SC,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110060,0,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
300008,UA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,SG,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160022,BE,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
150119,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170008,CS,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
170047,TH,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110016,TH,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
100008,NA,1,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
110016,TR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,VE,11,50 MG,FG,No,Regular MCO,Gold,Secure
800070,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
120026,OM,12,100 MG/10 ML,FG,No,Regular MCO,Gold,Supply Growth
110016,VN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150069,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110017,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110017,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150010,TH,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800023,MA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400061,0,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
100013,GB,1,3 KIU,FG,No,Top MCO,Auto Piloted,Secure
110061,CA,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170020,SI,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110004,AR,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
140047,UN,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
600023,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
600055,0,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
700003,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110017,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170061,M6,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110044,FR,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110018,CO,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
170023,SP,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
140006,FR,14,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
110020,BE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160004,IR,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110002,SE,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
110018,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170089,SI,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
600039,FR,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
100051,EX,1,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
110018,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110018,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700002,EU,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110015,IT,11,50 MG,FG,No,Top MCO,Platinum,Secure
110019,BR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800031,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150166,DB,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
700012,TW,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
100019,EX,1,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170023,US,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
300021,UA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
600013,NA,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
110019,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150057,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110016,NO,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110019,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
140003,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170071,KR,17,35 MG/7 ML,FG,No,Major MCO,Auto Piloted,Secure
170005,PA,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
150232,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110012,TR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110019,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400046,NL,4,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
110019,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150171,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170012,FR,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
160036,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
100059,NL,1,3 KIU,FG,No,Top MCO,Auto Piloted,Secure
160007,FI,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
120002,BH,12,100 MG/10 ML,FG,No,Regular MCO,Gold,Supply Growth
700017,PH,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800028,SE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600040,DE,6,100 IU/1 ML,FG,No,Top MCO,Gold,Secure
110020,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
100002,US,1,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
110020,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
130003,KW,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
170092,BE,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
700002,IL,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
150192,QA,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
170038,TW,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
800064,CO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
700017,BA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150011,BE,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150221,KW,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
110021,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
600038,IQ,6,100 IU/1 ML,FG,Global,Regular MCO,Platinum,Secure
160039,IQ,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110021,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150087,AR,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150218,PR,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
300016,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
800026,HU,8,400 IU,FG,Global,Major MCO,Platinum,Secure
140075,US,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
160023,CZ,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
110022,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
120002,TH,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
150152,JP,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
100018,HK,1,500 IU,FG,No,Regular MCO,Gold,Secure
300010,TW,3,10 MG,FG,No,Regular MCO,Gold,Secure
150232,SA,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
170013,DE,17,35 MG,FG,No,Top MCO,Gold,Secure
150218,AE,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
130013,MY,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
110022,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110040,PH,11,50 MG,FG,No,Regular MCO,Gold,Secure
170002,LA,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
110023,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150061,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110023,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160075,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110023,SG,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700029,CA,7,84 MG,FG,No,Top MCO,Platinum,Secure
120023,ZA,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600047,LB,6,100 IU/1 ML,FG,Global,Regular MCO,Platinum,Secure
110042,DE,11,50 MG/10 ML,FG,No,Top MCO,Gold,Secure
150008,SE,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
150231,DE,15,300 MG/2 ML,FG,No,Top MCO,Gold,Supply Growth
150048,PR,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
110024,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110024,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
500001,FR,5,"20 MG/0,2 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
110024,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
140077,OM,14,"150 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
600047,KW,6,100 IU/1 ML,FG,No,Regular MCO,Gold,Secure
110025,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150016,IL,15,300 MG/2 ML,FG,Global,Major MCO,Platinum,Supply Growth
110004,PL,11,50 MG/10 ML,FG,No,Major MCO,Auto Piloted,Secure
110025,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
130008,CZ,13,20 MG/5 ML,FG,Global,Regular MCO,Platinum,Secure
110025,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150040,BE,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
110020,MY,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
170097,DO,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
170009,RO,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110026,CL,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
300009,DE,3,11 MG,FG,No,Top MCO,Gold,Secure
110026,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400068,US,4,1 KIU,FG,No,Top MCO,Platinum,Secure
800040,MK,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
700046,CO,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110021,DE,11,50 MG,FG,No,Top MCO,Gold,Secure
800026,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110026,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400037,DE,4,750 IU,FG,No,Top MCO,Gold,Secure
110026,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150050,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
140035,SE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
110054,IQ,11,50 MG,FG,No,Regular MCO,Gold,Secure
110026,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170056,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
110027,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400072,DE,4,2 KIU,FG,No,Top MCO,Gold,Secure
110027,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800032,AU,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
200013,US,2,250 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
110027,LB,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110016,SE,11,50 MG,FG,No,Top MCO,Platinum,Secure
110027,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160015,CZ,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170097,AS,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
150168,CY,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110021,HK,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
160070,LB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600031,NA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110028,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110028,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170035,IN,17,5 MG,FG,No,Regular MCO,Gold,Secure
110028,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
120029,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
600031,CN,6,100 IU/1 ML,FG,No,Top MCO,Auto Piloted,Secure
800051,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
110029,EE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800043,LT,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400025,KR,4,500 IU,FG,No,Major MCO,Auto Piloted,Secure
110029,HU,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
110015,UA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700051,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
110040,SP,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110050,ZA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
130044,IN,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
400050,HK,4,500 IU,FG,No,Regular MCO,Gold,Secure
900002,SP,9,6 MG/3 ML,FG,No,Regular MCO,Auto Piloted,Secure
170021,FI,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
100032,DE,1,1 KIU,FG,No,Top MCO,Gold,Secure
600039,QA,6,100 IU/1 ML,FG,No,Regular MCO,Gold,Secure
100052,KR,1,250 IU,FG,No,Major MCO,Auto Piloted,Secure
130025,EG,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
110032,BE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170048,SV,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
110029,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
200005,GB,2,250 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
110029,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170035,RU,17,5 MG,FG,No,Regular MCO,Gold,Secure
800030,DK,8,400 IU,FG,Global,Top MCO,Platinum,Secure
110030,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800006,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130013,SA,13,20 MG/5 ML,FG,Global,Regular MCO,Platinum,Secure
110018,AU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110030,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110030,LB,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
400070,SE,4,500 IU,FG,No,Top MCO,Auto Piloted,Secure
700002,RU,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700029,SI,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
170092,GB,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
700030,UN,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110030,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
160014,FR,16,100 MG/5 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150090,MY,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110031,DE,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
700001,ZA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
140044,SK,14,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
150063,JP,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
110031,IE,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
800032,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110031,LB,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
170003,IL,17,5 MG/1 ML,FG,No,Major MCO,Gold,Secure
170018,TR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150184,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
300001,FR,3,10 MG,FG,No,Top MCO,Platinum,Secure
160011,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600039,MA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
160072,CN,16,MEDICAL SUPPLIES,FG,No,Top MCO,Platinum,Supply Growth
110016,IT,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110016,TN,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110031,NL,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
800035,BE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110032,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800024,CZ,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
110032,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
140014,SI,14,"150 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
110032,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
300012,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
800027,SA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
140005,DE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
170061,US,17,5 MG/1 ML,FG,No,Top MCO,Platinum,Secure
170063,PA,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
700003,CZ,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
400013,GB,4,250 IU,FG,No,Top MCO,Auto Piloted,Secure
110033,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800035,US,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
100006,DE,1,250 IU,FG,No,Top MCO,Gold,Secure
150099,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150043,CO,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
100015,SG,1,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
110033,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110033,PA,11,50 MG,FG,No,Regular MCO,Gold,Secure
160004,CN,16,500 MG/25 ML,FG,Global,Top MCO,Platinum,Supply Growth
400051,HK,4,2 KIU,FG,No,Regular MCO,Gold,Secure
700013,CO,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150099,SA,15,"200 MG/1,14 ML",FG,No,Regular MCO,Gold,Supply Growth
110034,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150106,EC,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
200009,JP,2,2000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
800007,PK,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800033,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110013,SP,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110015,US,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150136,DE,15,300 MG/2 ML,FG,No,Top MCO,Gold,Supply Growth
140012,BE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
110034,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800032,PE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150195,AT,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
150038,TH,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110034,SG,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110035,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110031,CL,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110035,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
700011,PH,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
900002,CO,9,6 MG/3 ML,FG,No,Regular MCO,Auto Piloted,Secure
110036,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
170077,JP,17,35 MG/7 ML,FG,Global,Top MCO,Platinum,Secure
700017,HR,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
110036,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150117,AR,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
700009,CO,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110028,HU,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
110036,SA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170056,HK,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
170053,NL,17,5 MG/1 ML,FG,No,Top MCO,Auto Piloted,Secure
110037,DE,11,50 MG/ML,FG,No,Top MCO,Auto Piloted,Secure
120036,IN,12,100 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110037,IE,11,50 MG/ML,FG,No,Top MCO,Auto Piloted,Secure
120002,CA,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140021,TH,14,"150 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170062,NL,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
160070,IQ,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700035,TN,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800008,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
200024,CA,2,1000 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
800044,EG,8,400 IU,FG,Global,Major MCO,Platinum,Secure
700037,AT,7,84 MG,FG,No,Top MCO,Platinum,Secure
110037,NL,11,50 MG/ML,FG,No,Top MCO,Auto Piloted,Secure
170009,DZ,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
110037,PA,11,50 MG/ML,FG,No,Regular MCO,Auto Piloted,Secure
170012,BH,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800021,LK,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
170065,PA,17,5 MG/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110038,DE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110038,IE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110017,IT,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
200023,HK,2,500 IU,FG,No,Regular MCO,Auto Piloted,Supply Growth
110019,0,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110038,NL,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150166,CH,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
170019,VE,17,35 MG,FG,No,Regular MCO,Gold,Secure
110038,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800077,CA,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170024,PK,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
